회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,자기자본구성비율.1,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,노동소득분배율,설비투자효율,총자본투자효율,기계투자효율,부가가치율,종업원수증가율,R & D 투자효율,무형자산처리무형자산개발비(천원),경상개발비(천원),통계청 한국표준산업분류 10차(소분류)
(주)파인디앤씨,49120,11-Dec,-1.96,91.13,557.7,-6.88,92.56,39.84,-98.3,2.38,0.1,0.28,-2.4,-1.84,0.13,2.94,15.58,8.83,4.86,7.62,2.94,2.81,4.01,71.97,58.08,13.27,120.92,25.67,11.64,4.89,24.82,45.26,56.71,29.7,36.8,62.53,98.71,112.97,54.74,45.26,19.3,0.0,-14.33,78759.98,77032.75,337348.7,0.0,86.1,0.2,0.88,0.15,-40.72,0.0,0.0,0.0,  전자부품 제조업
(주)파인디지털,38950,11-Dec,23.72,-18.71,-86.88,52.14,64.83,52.59,,36.01,7.72,7.38,7.63,8.1,7.28,1.2,3.83,8.64,17.41,24.11,1.2,4.33,1.57,795.72,609.78,201.28,21.9,3.44,74.0,14.1,386.04,82.03,4.2,45.81,59.78,301.2,0.0,9.16,17.97,82.03,23.37,26.73,52.27,35443.07,39662.7,673715.89,0.0,395.09,0.21,3.53,0.22,27.55,7.72,0.0,4968462.0,  통신 및 방송 장비 제조업
(주)파인테크닉스,106240,11-Dec,9.55,212.08,3060.57,126.86,219.19,16.07,-174.94,17.55,6.46,15.28,9.66,8.07,7.73,3.56,11.52,4.8,3.31,5.57,3.56,1.8,2.28,86.78,73.07,20.99,220.61,31.91,6.65,4.69,14.34,31.19,102.31,43.58,51.75,106.33,74.4,191.2,68.81,31.19,15.79,0.0,-7.89,321899.49,290400.9,833447.47,0.0,58.69,0.23,0.65,0.23,49.44,0.61,0.0,441143.0,  통신 및 방송 장비 제조업
(주)판타지오,32800,11-Dec,11111111.11,-100.0,-100.0,-100.0,-100.0,-100.0,-82.68,31.67,6.06,2.88,1.35,3.24,2.53,0.47,86.15,11.52,10.32,2726.15,0.47,3.49,69974.8,971.08,965.61,311.59,12.47,0.0,1.46,0.39,0.0,88.91,0.0,69.07,69.46,1076586.93,0.0,8.05,11.09,88.91,0.56,0.63,62.31,3984.81,0.0,128297.74,0.0,1001.26,0.31,,0.75,-5.88,0.0,0.0,0.0,  창작 및 예술관련 서비스업
(주)팬스타엔터프라이즈,54300,11-Dec,-2.15,-94.99,-98.08,-94.9,-96.0,-96.7,-124.73,5.67,-15.78,-40.75,-8.3,-12.34,-10.61,7.32,5.35,2.81,9.89,5.13,7.32,0.74,0.87,81.58,62.58,8.69,476.85,55.83,4.73,3.79,7.01,17.34,322.07,50.76,66.17,79.8,97.21,467.87,82.66,17.34,23.29,0.0,-14.94,21998.8,3683.71,289686.06,0.0,188.88,0.14,11.28,0.14,-19.57,0.06,0.0,20446.0,  일반 목적용 기계 제조업
(주)팬엔터테인먼트,68050,11-Dec,1.84,-30.36,36.86,-61.64,-47.55,-25.27,-97.45,8.9,0.87,1.07,0.93,1.25,0.64,1.09,19.23,18.15,1.21,36.31,1.09,2.35,2.89,144.67,118.18,18.92,56.5,28.0,1.72,0.91,2.22,63.9,43.81,18.75,22.95,87.68,40.24,24.83,36.1,63.9,18.31,59.29,7.09,552389.12,1328.48,1453755.58,0.0,21.91,0.08,91.09,0.12,26.92,0.0,,0.0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)팬젠,222110,16-Dec,-38.48,-100.0,-100.0,-100.0,-100.0,-100.0,880.42,-153.08,-350.69,-24.48,-27.28,-497.49,-19.23,,,,,,,,,1573.81,1573.75,1141.83,5.92,0.0,-142.26,-203.62,0.0,94.41,0.0,50.01,50.01,3.32,0.0,3.37,5.59,94.41,0.0,0.0,46.83,99818.37,120774.96,733302.75,0.0,-86.81,-0.12,-0.72,-3.02,18.6,288.5,2020626.0,4216299.0,  의약품 제조업
(주)펩트론,87010,15-Dec,-30.89,-100.0,-100.0,-100.0,,-100.0,-92.95,32.62,-97.09,-22.37,-17.15,-101.34,-16.43,,,,,,,,,509.74,508.45,20.87,25.71,0.0,-60.98,-96.02,0.0,79.55,0.0,68.37,68.54,611.88,0.0,16.9,20.45,79.55,0.25,0.31,55.09,112254.22,42558.51,528204.93,0.01,5.83,0.01,0.15,0.1,0.0,71.33,0.0,2006115.0,  기초 의약물질 및 생물학적 제제 제조업
(주)포스코엠텍,9520,11-Dec,3.16,-47.13,-68.08,-40.5,3138.98,-55.56,-72.71,4.7,1.62,6.82,4.37,2.33,3.03,4.25,10.62,7.67,19.9,23.24,4.25,3.86,2.66,147.37,110.85,0.51,119.39,41.54,-12.14,-3.52,-15.9,45.58,91.13,56.88,75.62,301.0,95.01,112.57,54.42,45.58,24.78,77.09,24.31,36162.94,37451.35,344334.67,0.0,201.18,0.21,1.94,0.11,8.59,0.05,324000.0,291887.0,  1차 철강 제조업
(주)푸른기술,94940,11-Dec,265.53,-100.0,-100.0,-100.0,-100.0,-100.0,-65.26,21.38,6.37,9.88,6.57,5.45,7.67,1.55,8.12,8.65,10.37,7.55,1.55,5.39,,274.4,229.79,25.15,41.86,0.04,30.83,8.73,21415.07,70.49,0.06,65.06,77.69,70.55,0.0,40.17,29.51,70.49,16.26,25.58,49.38,12047.99,9588.71,220159.79,0.0,444.29,0.24,5.58,0.23,40.66,4.73,649491.0,1390375.0,  컴퓨터 및 주변장치 제조업
(주)퓨쳐켐,220100,16-Dec,-5.22,-100.0,-100.0,-100.0,-100.0,-100.0,-54.04,-82.1,-1678.83,0.0,-15.79,-238.98,-110.9,,,,,,,,,1585.24,1540.78,1107.81,5.0,3.02,-116.83,-113.22,-184.02,95.24,3.17,73.3,75.42,633.63,0.0,5.0,4.76,95.24,2.8,2.99,70.66,44108.47,56183.67,769961.3,0.0,-1286.15,-0.74,-10.1,-15.01,19.44,23.67,136072.0,384721.0,  의약품 제조업
(주)프로스테믹스,203690,14-Dec,2.47,-100.0,-100.0,-100.0,-100.0,-100.0,839.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  펄프, 종이 및 판지 제조업"
(주)플래스크,41590,11-Dec,1.54,-100.0,-100.0,-100.0,-100.0,-100.0,1954.85,12.34,8.29,33.48,3.43,1.85,15.41,4.04,14.51,7.94,8.08,11.94,4.04,3.45,,154.39,125.35,50.6,98.47,31.67,6.93,1.99,10.86,50.39,62.85,58.19,71.67,63.41,92.88,92.14,49.61,50.39,18.81,53.39,25.25,162049.67,196955.07,772367.05,0.0,140.45,0.29,1.16,0.17,5.0,0.77,688746.0,431343.0,  실내건축 및 건축마무리 공사업
(주)플레이그램,9810,11-Dec,26.12,-28.08,-81.19,45.16,3537.06,-24.56,-285.92,20.94,-28.99,-1.79,4.76,16.67,-8.28,0.33,4.53,1.63,7.19,62.79,0.33,5.87,0.52,2035.98,1882.6,198.93,5.15,0.0,94.02,16.12,0.0,95.1,0.0,69.22,74.86,10144.78,0.0,3.87,4.9,95.1,7.53,7.92,71.18,87747.48,136437.48,2396429.72,0.0,217.4,0.08,1.4,0.28,19.05,0.0,,0.0,  기타 전문 도매업
(주)플레이위드,23770,11-Dec,-7.92,90.67,33760.49,-38.57,-87.16,-49.42,,89.34,-43.71,-36.86,-6.95,-23.02,-13.21,0.77,168.24,2.56,0.63,36.16,0.77,0.5,1.12,30.43,30.42,6.57,289.36,66.64,-0.8,-2.64,-0.89,25.68,259.47,20.09,20.1,1211.91,91.76,257.16,74.32,25.68,0.06,0.0,-45.95,12975.0,0.0,1043970.81,0.0,724.81,0.09,,0.4,4.0,0.0,,0.0,  소프트웨어 개발 및 공급업
(주)피델릭스,32580,11-Dec,5.32,-100.0,-100.0,-100.0,,-100.0,,15.6,3.62,11.34,7.23,4.91,5.34,3.13,3.02,7.28,36.48,6.15,3.13,2.79,,151.0,75.64,9.18,126.08,22.6,4.82,2.01,11.9,44.23,51.09,36.89,73.65,91.68,78.99,110.27,55.77,44.23,49.91,147.76,24.88,35950.5,180572.89,957470.67,0.0,565.68,0.21,1.13,0.16,1.54,3.6,3247388.0,3038326.0,  반도체 제조업
(주)피에스엠씨,24850,11-Dec,-5.98,2.88,13673.61,-58.17,-41.97,32.78,-301.57,-4.83,-15.5,-34.99,-11.73,-10.28,-17.69,2.26,5.22,4.55,3.14,6.82,2.26,2.31,1.95,119.07,75.26,15.94,101.11,30.31,6.33,2.55,10.5,49.72,60.95,35.27,55.8,173.0,0.0,94.24,50.28,49.72,36.8,229.71,8.94,64633.91,31056.23,169012.46,0.0,9.27,0.04,0.19,0.03,162.07,0.0,,0.0,  전자부품 제조업
(주)피에이치씨,57880,11-Dec,0.62,264.6,110.18,352.77,235.75,371.73,,18.58,2.12,2.05,0.66,0.92,1.52,1.05,2.41,1.76,4.74,,1.05,2.28,0.91,673.83,458.65,106.79,35.05,13.5,-19.31,-6.51,-37.13,74.05,18.23,53.35,78.38,0.0,8.29,15.71,25.95,74.05,31.93,37.5,66.75,141376.36,33023.18,889306.46,0.0,41.54,0.07,1.78,0.09,-4.23,5.29,1665687.0,3594262.0,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)피엔풍년,24940,11-Dec,-1.39,-100.0,-100.0,-100.0,-100.0,-100.0,,23.23,-0.14,-0.31,-0.99,-0.69,-0.2,2.21,5.55,9.03,3.62,11.83,2.21,4.09,,174.96,109.42,43.42,54.72,11.92,-8.56,-2.11,-25.38,64.63,18.45,34.06,54.46,120.43,92.24,48.16,35.37,64.63,37.46,87.43,23.33,85297.53,32865.95,209991.35,0.0,64.4,0.26,1.67,0.18,6.63,0.09,0.0,52793.0,  생활용품 도매업
(주)필옵틱스,161580,17-Dec,23.17,87.8,531.12,32.4,-1.48,25.49,57.08,14.39,6.12,26.63,16.85,8.04,12.82,,,,,,,,,152.91,139.61,95.38,61.19,25.5,28.34,5.9,42.2,62.04,41.1,39.97,43.78,173.73,69.19,46.15,37.96,62.04,8.7,25.14,15.15,155172.98,37169.34,388467.39,0.0,81.02,0.32,3.38,0.18,0.0,2.11,749238.0,5895947.0,  특수 목적용 기계 제조업
(주)하림,136480,11-Dec,4.5,-100.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87056.12,58946.02,307049.82,,,,,,,,0.0,548659.0,"  도축, 육류 가공 및 저장 처리업"
(주)하이소닉,106080,11-Dec,7.63,-74.69,-84.74,-71.41,-90.0,-76.19,-86.13,8.8,1.82,3.1,1.46,1.13,2.35,1.71,16.29,7.31,7.2,11.1,1.71,5.29,1.84,323.01,288.55,30.46,40.87,9.72,4.31,1.06,12.86,70.99,13.69,63.06,70.59,184.56,40.6,30.78,29.01,70.99,10.67,15.45,48.74,100132.5,172137.86,599753.76,0.0,216.9,0.36,1.26,0.31,6.06,0.67,1135000.0,333017.0,  전자부품 제조업
(주)하이스틸,71090,11-Dec,1.56,-100.0,-100.0,-100.0,-100.0,-100.0,,8.14,0.92,1.54,3.13,3.78,0.76,1.67,4.9,7.19,1.23,19.4,1.67,1.64,,106.67,47.55,4.11,111.85,38.69,-9.29,-6.28,-12.68,47.2,81.96,15.04,33.73,253.44,64.41,66.99,52.8,47.2,55.42,885.94,2.11,824714.19,343141.48,1315158.29,0.0,10.74,0.07,0.26,0.09,34.25,0.0,,0.0,  1차 철강 제조업
(주)하이트론씨스템즈,19490,11-Dec,-6.23,-29.99,-70.57,58.86,67.28,-43.03,-109.31,7.2,-0.84,-1.77,-1.83,-1.42,-1.08,2.11,5.8,3.32,4.47,5.56,2.11,3.31,1.93,198.78,138.46,14.87,64.05,6.84,10.2,3.05,58.24,60.96,11.22,46.44,66.67,164.45,0.0,55.02,39.04,60.96,30.35,61.07,33.13,91784.41,1176.97,319621.66,0.0,59.16,0.17,46.13,0.13,-8.95,0.0,0.0,0.0,  영상 및 음향기기 제조업
(주)하츠,66130,11-Dec,57.03,-100.0,-100.0,-100.0,-100.0,-100.0,,22.37,3.39,3.33,2.85,3.57,2.71,0.98,16.11,2.31,2.94,11.78,0.98,4.28,,570.52,527.97,130.82,16.97,1.58,57.95,10.1,532.77,85.49,1.85,53.44,57.75,817.87,81.11,11.84,14.51,85.49,7.46,9.04,47.63,113617.1,3623.0,396694.2,0.0,51.4,0.15,16.12,0.18,-11.01,0.0,0.0,0.0,  가정용 기기 제조업
(주)한국전자홀딩스,6200,11-Dec,-0.35,281.96,-99.71,-50.9,-100.0,543.01,-227.51,9.64,-4.46,-8.29,-0.16,-0.13,-5.27,1.86,14.38,6.3,10.35,4.95,1.86,3.25,2.76,121.1,100.53,23.64,70.6,8.42,-3.24,-1.17,-15.93,58.62,14.36,37.23,44.84,87.07,81.62,63.17,41.38,58.62,16.98,97.48,7.81,1431499.9,335121.4,13887789.25,0.0,21.13,0.02,0.9,0.02,185.71,0.0,,0.0,  회사 본부 및 경영 컨설팅 서비스업
(주)한국종합기술,23350,11-Dec,212.72,-100.0,-100.0,-100.0,-100.0,-100.0,,16.91,4.64,7.53,5.15,5.11,4.68,,,,,,,,,179.67,179.67,49.67,58.48,0.0,6.28,2.42,0.0,63.1,0.0,51.52,51.52,135.32,0.0,45.45,36.9,63.1,0.0,0.0,22.85,19286.22,0.0,155799.8,0.0,454.1,0.56,,0.59,0.0,3.3,0.0,5866323.0,"  건축기술, 엔지니어링 및 관련 기술 서비스업"
(주)한국코퍼레이션,50540,11-Dec,4.75,-80.72,-92.99,-90.41,-99.81,-84.1,-78.09,14.82,3.11,6.54,2.18,1.62,4.2,2.47,36.81,5.22,11.08,10.15,2.47,2.98,3.27,88.04,87.36,19.28,54.19,7.83,15.2,3.29,68.25,64.85,12.07,27.47,27.69,525.67,0.0,48.49,35.15,64.85,0.78,0.0,-3.76,2163.33,64.66,18710.32,0.0,1017.17,1.18,340.33,0.72,19.34,0.0,,0.0,  기타 사업지원 서비스업
(주)한국테크놀로지,53590,11-Dec,-403.01,-71.28,-97.77,-71.01,-93.91,-41.3,-435.07,26.96,-218.33,-33.4,-12.66,-92.79,-29.79,0.13,2.63,1.79,6.71,8.12,0.13,1.62,0.28,870.59,814.67,206.85,12.12,1.2,-136.34,-108.03,-1233.4,89.19,1.34,50.59,54.06,600.57,0.0,6.96,10.81,89.19,6.42,7.26,47.85,17199.74,412.76,495483.59,0.0,-650.33,-0.23,-270.99,-1.65,204.0,1.95,0.0,100028.0,  가전제품 및 정보통신장비 소매업
(주)한국특강,7280,11-Dec,1.29,-100.0,-100.0,-100.0,-100.0,-100.0,,5.88,0.51,3.05,3.55,2.97,0.61,5.94,5.44,9.3,2.07,4.95,5.94,1.5,,69.03,36.34,0.54,396.18,49.4,11.6,7.75,18.76,20.15,245.1,22.03,41.85,50.5,64.05,300.83,79.85,20.15,47.35,0.0,-18.78,792956.07,483778.33,1404439.19,0.0,20.55,0.12,0.34,0.1,9.23,0.0,,0.0,  1차 철강 제조업
(주)한국팩키지,37230,11-Dec,88.05,-82.07,-91.96,-67.3,-89.25,-40.81,0.0,17.39,6.31,9.78,8.17,7.51,6.87,1.55,6.59,4.59,3.92,5.17,1.55,3.65,,255.74,203.8,1.49,40.8,2.7,37.89,10.33,406.37,71.02,3.8,57.22,71.8,105.39,0.0,39.53,28.98,71.02,20.31,33.35,43.73,137074.79,212784.56,511109.87,0.0,89.97,0.24,0.58,0.23,-2.65,0.0,0.0,0.0,"  골판지, 종이 상자 및 종이 용기 제조업"
(주)한국화장품제조,3350,11-Dec,-21.97,-38.21,-6.43,-41.52,-52.02,-14.64,0.0,1.12,-23.76,-16.64,-6.39,-11.29,-13.44,0.7,6.06,3.43,1.98,5.46,0.7,2.94,,194.05,148.54,0.63,28.44,6.88,-29.86,-11.08,-96.11,77.86,8.84,30.34,39.63,221.82,0.0,26.23,22.14,77.86,23.45,48.38,19.21,140029.39,64002.04,468945.99,0.0,-17.47,-0.05,-0.38,-0.09,14.81,4.46,0.0,1160995.0,  기타 화학제품 제조업
(주)한라,14790,11-Dec,1.06,5390.42,-34.95,7188.91,5967.73,1487.74,93.17,10.21,1.24,2.0,2.8,4.06,0.86,2.36,3.01,4.27,10.11,4.57,2.36,0.97,1.08,106.84,78.24,9.5,294.36,39.11,3.59,4.38,6.85,25.36,154.25,44.99,61.43,118.19,65.53,226.77,74.64,25.36,26.77,418.28,3.93,300064.39,3563.52,2649781.99,0.0,63.35,0.07,53.34,0.12,5.43,0.32,4662000.0,5459256.0,  토목 건설업
(주)한빛소프트,47080,11-Dec,-9.71,-73.5,-75.3,-81.49,-94.24,-87.47,-162.71,39.37,-33.78,-71.7,-11.16,-16.79,-22.45,1.91,11.12,2.46,13.93,86.98,1.91,1.02,1.34,112.63,105.68,24.53,246.84,18.06,-18.4,-16.25,-72.51,28.83,62.63,42.89,45.71,1819.17,81.58,140.76,71.17,28.83,6.18,55.06,5.13,10785.29,25495.8,236606.97,0.0,329.22,0.15,1.39,0.19,-17.99,6.04,1500000.0,1944519.0,  소프트웨어 개발 및 공급업
(주)한일진공,123840,11-Dec,-0.93,-100.0,-100.0,-100.0,-100.0,-100.0,92.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  특수 목적용 기계 제조업
(주)한진,2320,11-Dec,1.0,1360.29,3102.58,525.81,19.6,683.14,,5.3,-2.13,-3.33,1.85,2.51,-1.56,1.62,185.13,7.25,1.49,55.65,1.62,1.35,4.45,85.16,82.48,14.9,133.73,37.75,5.98,4.41,9.06,42.78,88.23,15.41,15.91,668.92,21.52,43.68,57.22,42.78,3.15,0.0,-2.77,406870.14,34180.73,796235.34,0.0,28.06,0.14,3.34,0.18,10.94,0.0,,0.0,  도로 화물 운송업
(주)한진중공업홀딩스,3480,11-Dec,11.47,-44.18,-47.66,-0.43,-80.36,23.47,-3.95,10.6,-0.91,-0.9,1.83,3.3,-0.5,0.84,602.92,5.45,1.58,4.93,0.84,1.66,2.55,96.16,95.75,25.03,52.21,6.02,-0.04,-0.03,-0.24,65.7,9.17,20.9,20.99,91.39,39.24,33.23,34.3,65.7,0.43,0.0,-0.84,47894750.0,299500.0,165061250.0,0.0,27.84,0.08,44.52,0.15,20.0,0.0,,0.0,  연료용 가스 제조 및 배관공급업
(주)한창,5110,11-Dec,-2.77,-98.78,-99.98,-95.24,-82.54,-98.56,-118.06,22.73,-43.96,-29.43,-2.4,-5.77,-18.26,0.58,8.91,2.87,1.24,4.7,0.58,1.08,0.58,278.57,269.18,93.05,61.15,9.13,26.43,24.15,109.92,62.05,14.71,93.37,96.63,178.7,0.0,55.9,37.95,62.05,3.37,5.26,61.94,11692.22,0.0,3652789.44,0.0,-3055.48,-0.1,,-0.24,-71.88,0.0,,0.0,  기계장비 및 관련 물품 도매업
(주)한창바이오텍,43090,11-Dec,-0.32,-58.67,67.21,-66.12,-73.57,-42.69,,14.9,-38.81,-41.43,-0.94,-1.93,-18.9,1.08,7.19,2.65,1.15,5.96,1.08,0.88,1.18,72.22,61.54,1.9,147.72,41.27,6.99,8.1,10.1,40.37,102.23,35.55,41.72,233.02,0.0,143.12,59.63,40.37,14.79,0.0,-16.05,894121.95,503494.55,1898118.05,0.0,-18.51,-0.09,-0.33,-0.17,-28.57,1.15,0.0,221732.0,  기타 전문 도매업
(주)한컴위드,54920,11-Dec,7.9,-68.14,-99.48,-74.72,-99.88,-46.46,45.27,37.26,68.4,33.28,25.65,62.38,28.13,0.58,682.23,3.02,5.76,4.01,0.58,1.12,1.26,259.9,259.52,110.8,18.32,0.0,-5.71,-2.15,0.0,84.51,0.0,40.19,40.25,139.57,0.0,18.32,15.49,84.51,0.15,0.24,24.76,4244.32,0.0,579649.53,0.0,5263.08,0.39,,0.94,13.79,0.0,992531.0,0.0,  소프트웨어 개발 및 공급업
(주)한탑,2680,11-Dec,0.0,-20.03,223.22,129.84,7723.59,-61.9,-102.97,13.41,-1.01,-2.09,0.0,-0.01,-0.76,2.07,5.13,2.32,2.98,48.27,2.07,1.19,1.33,100.22,78.54,7.61,189.77,58.64,2.54,2.34,2.84,34.51,169.93,44.27,56.49,2496.39,85.51,163.32,65.49,34.51,21.63,9821.09,0.12,209351.56,25549.97,904669.14,0.0,18.56,0.04,1.52,0.06,10.79,0.24,0.0,236568.0,"  곡물가공품, 전분 및 전분제품 제조업"
(주)핸디소프트,220180,16-Dec,54.05,-99.97,-100.0,-99.76,-99.89,-99.8,-99.34,31.41,4.14,4.23,3.64,5.1,2.95,,,,,,,,,330.68,291.34,195.34,43.19,2.17,-2.43,-1.03,-33.84,69.84,3.11,61.52,69.83,210.78,0.0,30.24,30.16,69.84,11.89,17.05,48.71,1794.49,2263.49,317313.14,0.0,3402.91,0.19,26.98,0.27,-12.83,3.65,242569.0,1347419.0,  소프트웨어 개발 및 공급업
(주)헬릭스미스,84990,11-Dec,-3.14,-64.47,-72.16,-88.59,,-55.01,-191.04,80.95,-265.82,-19.74,-4.71,-80.24,-15.59,0.07,1.58,2.11,3.61,3111.44,0.07,0.28,0.19,2871.55,2781.98,120.77,20.8,14.69,-23.29,-63.36,-27.3,82.78,17.74,27.29,28.17,64172.49,0.0,1.18,17.22,82.78,3.12,3.23,27.18,16274.19,30305.6,1055011.28,0.0,-706.29,-0.11,-3.79,-1.72,-8.06,11.64,4792517.0,443024.0,  자연과학 및 공학 연구개발업
(주)현대미포조선,10620,11-Dec,689.51,939.38,200.42,939.33,133.86,644.31,939.54,14.04,4.38,5.46,4.34,8.17,2.33,1.2,15.54,27.79,5.31,15.3,1.2,0.96,1.04,105.61,98.38,14.4,129.55,21.38,-0.49,-0.46,-1.28,43.56,49.09,49.21,52.83,57.34,97.93,114.82,56.44,43.56,6.85,128.79,2.81,242057.8,112723.87,2144303.55,0.0,26.79,0.03,0.58,0.05,1.16,0.13,0.0,5368831.0,  선박 및 보트 건조업
(주)협진,138360,13-Dec,295.1,-100.0,-100.0,-100.0,-100.0,-100.0,-86.64,38.86,27.05,13.58,11.9,27.2,11.83,,,,,,,,,1271.93,793.48,401.25,7.13,0.65,93.02,15.9,952.61,93.35,0.7,46.15,73.97,177.4,0.0,6.23,6.65,93.35,37.62,40.83,68.16,160897.34,45840.06,771297.32,0.0,86.85,0.18,3.05,0.47,0.0,0.0,0.0,0.0,  기타 화학제품 제조업
(주)형지아이앤씨,11080,11-Dec,-10.34,-100.0,-100.0,-100.0,-100.0,-100.0,,57.28,-10.04,-22.92,-11.21,-8.79,-12.8,2.28,0.9,9.33,6.53,7.37,2.28,2.89,,177.77,39.96,0.51,94.41,18.7,-6.3,-2.29,-16.36,51.44,36.36,17.56,78.1,101.21,91.47,85.41,48.56,51.44,77.52,177.21,34.17,95840.49,7420.24,460965.81,0.01,5.05,0.01,0.65,0.01,-0.97,0.0,0.0,0.0,  봉제의복 제조업
(주)형지엘리트,93240,11-Jun,6.49,15.47,254.75,15.25,-36.26,72.71,,27.05,4.46,10.75,7.55,6.33,5.32,2.27,3.58,3.52,5.88,6.23,2.27,2.85,,203.29,125.89,28.56,88.26,17.48,9.7,3.82,26.01,53.12,32.91,46.77,75.52,143.02,51.16,69.94,46.88,53.12,38.07,74.93,38.37,164331.32,10134.85,782763.69,0.0,67.9,0.14,11.01,0.12,9.3,1.1,0.0,946123.0,  봉제의복 제조업
(주)혜인,3010,11-Dec,1.78,65.11,1268.46,6.45,22.55,76.18,,18.5,1.03,3.61,2.28,2.32,1.01,1.75,3.11,4.73,2.23,15.61,1.75,2.31,1.97,142.99,64.0,7.3,78.6,23.66,3.28,1.47,6.09,55.99,42.25,23.5,52.49,281.66,0.0,65.56,44.01,55.99,55.24,183.73,15.78,252343.43,24036.81,611731.15,0.0,23.6,0.1,2.48,0.1,14.39,0.0,,0.0,  기계장비 및 관련 물품 도매업
(주)홈센타홀딩스,60560,11-Dec,5.93,-96.76,-93.15,-96.83,-98.18,-91.03,-98.96,10.4,1.89,2.62,2.8,3.15,1.68,1.21,7.35,4.85,2.07,7.39,1.21,3.34,2.07,234.79,168.2,16.09,38.5,2.67,3.88,1.32,40.38,72.2,3.7,34.13,47.65,138.69,98.9,28.11,27.8,72.2,28.36,49.4,27.36,388900.86,25083.65,984877.35,0.0,31.36,0.12,4.86,0.15,-19.44,0.0,,0.0,  기타 전문 도매업
(주)홈캐스트,64240,11-Dec,11.0,-69.41,-86.12,-4.85,139.71,-54.18,,21.99,5.1,13.09,12.0,7.37,8.3,2.78,9.68,5.66,6.98,13.08,2.78,4.18,2.45,206.6,173.98,74.59,54.36,12.75,34.63,7.49,95.65,64.78,19.68,58.95,70.0,261.5,99.03,52.3,35.22,64.78,15.79,30.6,36.12,229444.15,0.0,996193.0,0.0,83.02,0.19,,0.12,3.06,2.7,435661.0,4356856.0,  영상 및 음향기기 제조업
(주)화신,10690,11-Dec,18.3602195,-26.72,-39.56,-5.41,-40.3,38.5,61.24,9.08,2.55,10.77,9.07,5.02,4.6,4.28,12.44,5.85,6.08,5.45,4.28,3.13,2.74,139.44,109.61,32.01,144.45,17.23,15.94,5.61,54.68,40.91,42.12,51.24,65.18,89.09,48.5,114.26,59.09,40.91,21.39,75.64,18.43,286649.67,256139.24,1156111.27,0.0,77.16,0.19,0.86,0.11,11.3,0.0,0.0,0.0,  자동차 신품 부품 제조업
(주)후성,93370,11-Dec,4.857010016,-95.28,-80.54,-93.09,-92.26,-95.28,-90.23,24.08,6.05,12.2,9.21,10.48,5.31,2.01,5.37,5.86,1.49,9.1,2.01,1.56,2.82,88.35,45.08,3.9,140.7,45.04,10.66,7.92,13.84,41.55,108.4,15.02,29.43,145.07,45.44,80.18,58.45,41.55,48.97,0.0,-3.88,536211.27,522376.91,1040675.71,0.0,39.31,0.2,0.4,0.26,16.08,1.22,0.0,2903597.0,  기초 화학물질 제조업
(주)휴니드테크놀러지스,5870,11-Dec,0.15504898,-100.0,-100.0,-100.0,-100.0,-100.0,519.56,18.31,-6.29,-4.2,0.14,0.41,-2.15,0.67,2.14,6.35,0.64,7.62,0.67,0.7,,137.66,85.25,27.08,92.62,34.99,-2.94,-4.01,-4.04,51.92,67.4,21.66,34.98,110.12,46.83,48.95,48.08,51.92,38.07,139.16,9.57,338242.33,62796.32,615747.05,0.0,21.98,0.12,1.18,0.34,-27.33,0.37,567533.0,176119.0,  통신 및 방송 장비 제조업
(주)휴맥스,115160,11-Dec,0.509945227,173.26,-22.75,206.49,22.22,255.63,213.52,22.65,3.5,9.11,5.48,4.24,4.54,2.6,4.63,3.93,14.14,7.12,2.6,2.58,1.66,173.68,126.83,20.63,93.87,16.24,10.82,4.04,32.25,51.58,31.49,58.87,80.62,182.38,0.0,89.99,48.42,51.58,26.97,63.58,34.2,107916.22,1359.65,1198073.02,0.0,274.01,0.25,217.48,0.19,7.2,5.99,0.0,51980306.0,  영상 및 음향기기 제조업
